simulation,data_model,parameter,true_value,fitting_model,estimate_median,estimate_lower,estimate_upper,Rhat,error,alpha,sigma,b_for,alpha_estimate,sigma_estimate,b_for_estimate
48,Beverton-Holt,b_for,-0.95,Ricker,-0.51,-0.91,-0.13,1.001,-46.315789473684205,4.12,0.9,-0.95,0.57,1.28,-0.51
48,Beverton-Holt,sigma,0.9,Ricker,1.28,1.05,1.62,1.001,42.22222222222222,4.12,0.9,-0.95,0.57,1.28,-0.51
48,Beverton-Holt,alpha,4.12,Beverton-Holt,5.82,1.87,9.78,1.003,41.2621359223301,4.12,0.9,-0.95,5.82,1,-0.7
48,Beverton-Holt,b_for,-0.95,Beverton-Holt,-0.7,-1,-0.39,1.002,-26.315789473684212,4.12,0.9,-0.95,5.82,1,-0.7
48,Beverton-Holt,sigma,0.9,Beverton-Holt,1,0.82,1.27,1.001,11.111111111111109,4.12,0.9,-0.95,5.82,1,-0.7
49,Beverton-Holt,alpha,5.56,Ricker,0.43,0.22,0.63,1,-92.26618705035972,5.56,0.2,-0.93,0.43,0.57,-0.82
49,Beverton-Holt,b_for,-0.93,Ricker,-0.82,-1.05,-0.58,1,-11.827956989247323,5.56,0.2,-0.93,0.43,0.57,-0.82
49,Beverton-Holt,sigma,0.2,Ricker,0.57,0.46,0.71,1.002,184.99999999999994,5.56,0.2,-0.93,0.43,0.57,-0.82
49,Beverton-Holt,alpha,5.56,Beverton-Holt,6.92,3.94,9.85,1.004,24.460431654676267,5.56,0.2,-0.93,6.92,0.12,-0.95
49,Beverton-Holt,b_for,-0.93,Beverton-Holt,-0.95,-0.98,-0.91,1,2.150537634408592,5.56,0.2,-0.93,6.92,0.12,-0.95
49,Beverton-Holt,sigma,0.2,Beverton-Holt,0.12,0.1,0.15,1.002,-40.00000000000001,5.56,0.2,-0.93,6.92,0.12,-0.95
50,Beverton-Holt,alpha,3.05,Ricker,0.61,0.23,0.99,1.003,-80,3.05,1,-0.16,0.61,1.05,-0.16
50,Beverton-Holt,b_for,-0.16,Ricker,-0.16,-0.46,0.16,1.001,-0,3.05,1,-0.16,0.61,1.05,-0.16
50,Beverton-Holt,sigma,1,Ricker,1.05,0.86,1.32,1.002,5.000000000000004,3.05,1,-0.16,0.61,1.05,-0.16
50,Beverton-Holt,alpha,3.05,Beverton-Holt,2.26,0.79,9.37,1.005,-25.901639344262296,3.05,1,-0.16,2.26,0.98,-0.19
50,Beverton-Holt,b_for,-0.16,Beverton-Holt,-0.19,-0.49,0.11,1.001,18.75,3.05,1,-0.16,2.26,0.98,-0.19
50,Beverton-Holt,sigma,1,Beverton-Holt,0.98,0.81,1.26,1.001,-2.0000000000000018,3.05,1,-0.16,2.26,0.98,-0.19
51,Ricker,alpha,0.76,Ricker,0.84,0.57,1.09,1.002,10.52631578947368,0.76,0.7,-0.51,0.84,0.59,-0.41
51,Ricker,b_for,-0.51,Ricker,-0.41,-0.59,-0.23,1.001,-19.607843137254907,0.76,0.7,-0.51,0.84,0.59,-0.41
51,Ricker,sigma,0.7,Ricker,0.59,0.48,0.74,1.001,-15.714285714285714,0.76,0.7,-0.51,0.84,0.59,-0.41
51,Ricker,alpha,0.76,Beverton-Holt,2.21,0.95,9.18,1.002,190.78947368421052,0.76,0.7,-0.51,2.21,0.72,-0.24
51,Ricker,b_for,-0.51,Beverton-Holt,-0.24,-0.46,-0.01,1,-52.94117647058823,0.76,0.7,-0.51,2.21,0.72,-0.24
51,Ricker,sigma,0.7,Beverton-Holt,0.72,0.58,0.91,1,2.85714285714286,0.76,0.7,-0.51,2.21,0.72,-0.24
52,Beverton-Holt,alpha,4.06,Ricker,0.74,0.36,1.11,1.001,-81.77339901477832,4.06,0.9,-1.01,0.74,0.95,-1.01
52,Beverton-Holt,b_for,-1.01,Ricker,-1.01,-1.39,-0.64,1.001,-0,4.06,0.9,-1.01,0.74,0.95,-1.01
52,Beverton-Holt,sigma,0.9,Ricker,0.95,0.77,1.21,1.001,5.555555555555547,4.06,0.9,-1.01,0.74,0.95,-1.01
52,Beverton-Holt,alpha,4.06,Beverton-Holt,4.35,1.47,9.65,1.006,7.142857142857144,4.06,0.9,-1.01,4.35,0.8,-0.81
52,Beverton-Holt,b_for,-1.01,Beverton-Holt,-0.81,-1.05,-0.57,1,-19.8019801980198,4.06,0.9,-1.01,4.35,0.8,-0.81
52,Beverton-Holt,sigma,0.9,Beverton-Holt,0.8,0.65,1.01,1.002,-11.111111111111109,4.06,0.9,-1.01,4.35,0.8,-0.81
53,Ricker,alpha,0.11,Ricker,0.14,0.03,0.28,1.011,27.272727272727284,0.11,0.2,-0.08,0.14,0.19,-0.1
53,Ricker,b_for,-0.08,Ricker,-0.1,-0.16,-0.04,1.002,25.000000000000004,0.11,0.2,-0.08,0.14,0.19,-0.1
53,Ricker,sigma,0.2,Ricker,0.19,0.15,0.24,1.003,-5.000000000000004,0.11,0.2,-0.08,0.14,0.19,-0.1
53,Ricker,alpha,0.11,Beverton-Holt,0.15,0.03,0.33,1.004,36.36363636363636,0.11,0.2,-0.08,0.15,0.19,-0.1
53,Ricker,b_for,-0.08,Beverton-Holt,-0.1,-0.16,-0.04,1.004,25.000000000000004,0.11,0.2,-0.08,0.15,0.19,-0.1
53,Ricker,sigma,0.2,Beverton-Holt,0.19,0.15,0.23,1.007,-5.000000000000004,0.11,0.2,-0.08,0.15,0.19,-0.1
54,Beverton-Holt,alpha,4.03,Ricker,0.79,0.21,1.38,1.008,-80.3970223325062,4.03,1.2,0.41,0.79,1.5,0.23
54,Beverton-Holt,b_for,0.41,Ricker,0.23,-0.26,0.7,1.001,-43.90243902439024,4.03,1.2,0.41,0.79,1.5,0.23
54,Beverton-Holt,sigma,1.2,Ricker,1.5,1.21,1.88,1.003,25.000000000000004,4.03,1.2,0.41,0.79,1.5,0.23
54,Beverton-Holt,alpha,4.03,Beverton-Holt,5.45,1.94,9.76,1.001,35.235732009925556,4.03,1.2,0.41,5.45,1.24,0.5
54,Beverton-Holt,b_for,0.41,Beverton-Holt,0.5,0.13,0.86,1.001,21.951219512195127,4.03,1.2,0.41,5.45,1.24,0.5
54,Beverton-Holt,sigma,1.2,Beverton-Holt,1.24,1.01,1.56,1.001,3.3333333333333366,4.03,1.2,0.41,5.45,1.24,0.5
56,Beverton-Holt,alpha,2.23,Ricker,0.65,0.42,0.88,1.008,-70.85201793721973,2.23,0.2,0.82,0.65,0.27,0.31
56,Beverton-Holt,b_for,0.82,Ricker,0.31,0.17,0.45,1.008,-62.19512195121951,2.23,0.2,0.82,0.65,0.27,0.31
56,Beverton-Holt,sigma,0.2,Ricker,0.27,0.22,0.34,1.001,35,2.23,0.2,0.82,0.65,0.27,0.31
56,Beverton-Holt,alpha,2.23,Beverton-Holt,2.62,2,3.41,1.001,17.48878923766817,2.23,0.2,0.82,2.62,0.19,0.86
56,Beverton-Holt,b_for,0.82,Beverton-Holt,0.86,0.72,0.99,1,4.878048780487809,2.23,0.2,0.82,2.62,0.19,0.86
56,Beverton-Holt,sigma,0.2,Beverton-Holt,0.19,0.15,0.24,1.002,-5.000000000000004,2.23,0.2,0.82,2.62,0.19,0.86
57,Ricker,alpha,1.4,Ricker,1.45,0.92,1.95,1,3.5714285714285747,1.4,1.2,0.93,1.45,1.41,0.71
57,Ricker,b_for,0.93,Ricker,0.71,0.26,1.14,1,-23.65591397849463,1.4,1.2,0.93,1.45,1.41,0.71
57,Ricker,sigma,1.2,Ricker,1.41,1.15,1.78,1,17.499999999999996,1.4,1.2,0.93,1.45,1.41,0.71
57,Ricker,alpha,1.4,Beverton-Holt,2.68,1.24,8.69,1.004,91.42857142857146,1.4,1.2,0.93,2.68,1.77,0.7
57,Ricker,b_for,0.93,Beverton-Holt,0.7,0.13,1.27,1.002,-24.731182795698935,1.4,1.2,0.93,2.68,1.77,0.7
57,Ricker,sigma,1.2,Beverton-Holt,1.77,1.45,2.22,1.002,47.50000000000001,1.4,1.2,0.93,2.68,1.77,0.7
59,Ricker,alpha,1.7,Ricker,1.72,1.62,1.81,1.002,1.1764705882352953,1.7,0.2,-0.86,1.72,0.23,-0.85
59,Ricker,b_for,-0.86,Ricker,-0.85,-0.92,-0.77,1.001,-1.1627906976744196,1.7,0.2,-0.86,1.72,0.23,-0.85
59,Ricker,sigma,0.2,Ricker,0.23,0.18,0.29,1.001,15,1.7,0.2,-0.86,1.72,0.23,-0.85
59,Ricker,alpha,1.7,Beverton-Holt,6.51,2.95,9.8,1.001,282.94117647058823,1.7,0.2,-0.86,6.51,1.01,-0.05
59,Ricker,b_for,-0.86,Beverton-Holt,-0.05,-0.35,0.25,1,-94.18604651162791,1.7,0.2,-0.86,6.51,1.01,-0.05
59,Ricker,sigma,0.2,Beverton-Holt,1.01,0.82,1.27,1,405,1.7,0.2,-0.86,6.51,1.01,-0.05
62,Ricker,alpha,2.46,Ricker,2.35,2.1,2.59,1.001,-4.471544715447149,2.46,0.6,0.54,2.35,0.61,0.52
62,Ricker,b_for,0.54,Ricker,0.52,0.33,0.71,1,-3.703703703703707,2.46,0.6,0.54,2.35,0.61,0.52
62,Ricker,sigma,0.6,Ricker,0.61,0.5,0.76,1,1.6666666666666683,2.46,0.6,0.54,2.35,0.61,0.52
62,Ricker,alpha,2.46,Beverton-Holt,3.26,1.66,8.14,1.005,32.52032520325203,2.46,0.6,0.54,3.26,1.93,0.37
62,Ricker,b_for,0.54,Beverton-Holt,0.37,-0.2,0.89,1,-31.481481481481485,2.46,0.6,0.54,3.26,1.93,0.37
62,Ricker,sigma,0.6,Beverton-Holt,1.93,1.58,2.42,1.001,221.66666666666669,2.46,0.6,0.54,3.26,1.93,0.37
63,Beverton-Holt,alpha,1.33,Ricker,0.9,0.59,1.21,1.001,-32.330827067669176,1.33,0.6,0.9,0.9,0.58,0.66
63,Beverton-Holt,b_for,0.9,Ricker,0.66,0.43,0.87,1.002,-26.666666666666664,1.33,0.6,0.9,0.9,0.58,0.66
63,Beverton-Holt,sigma,0.6,Ricker,0.58,0.47,0.73,1.001,-3.3333333333333366,1.33,0.6,0.9,0.9,0.58,0.66
63,Beverton-Holt,alpha,1.33,Beverton-Holt,1.49,1,2.03,1.002,12.030075187969919,1.33,0.6,0.9,1.49,0.54,0.88
63,Beverton-Holt,b_for,0.9,Beverton-Holt,0.88,0.63,1.14,1.003,-2.222222222222224,1.33,0.6,0.9,1.49,0.54,0.88
63,Beverton-Holt,sigma,0.6,Beverton-Holt,0.54,0.44,0.68,1.001,-9.999999999999991,1.33,0.6,0.9,1.49,0.54,0.88
64,Ricker,alpha,1.17,Ricker,0.95,0.61,1.3,0.999,-18.8034188034188,1.17,1,-0.19,0.95,0.99,-0.16
64,Ricker,b_for,-0.19,Ricker,-0.16,-0.47,0.15,1,-15.789473684210526,1.17,1,-0.19,0.95,0.99,-0.16
64,Ricker,sigma,1,Ricker,0.99,0.81,1.24,1.001,-1.0000000000000009,1.17,1,-0.19,0.95,0.99,-0.16
64,Ricker,alpha,1.17,Beverton-Holt,1.2,0.49,2.1,1,2.5641025641025665,1.17,1,-0.19,1.2,1.45,0.3
64,Ricker,b_for,-0.19,Beverton-Holt,0.3,-0.13,0.73,1.001,-257.89473684210526,1.17,1,-0.19,1.2,1.45,0.3
64,Ricker,sigma,1,Beverton-Holt,1.45,1.18,1.85,1.001,44.99999999999999,1.17,1,-0.19,1.2,1.45,0.3
66,Beverton-Holt,alpha,1.41,Ricker,0.92,0.56,1.26,1,-34.75177304964538,1.41,0.9,-0.5,0.92,0.86,-0.5
66,Beverton-Holt,b_for,-0.5,Ricker,-0.5,-0.76,-0.22,1,-0,1.41,0.9,-0.5,0.92,0.86,-0.5
66,Beverton-Holt,sigma,0.9,Ricker,0.86,0.71,1.11,1.001,-4.444444444444448,1.41,0.9,-0.5,0.92,0.86,-0.5
66,Beverton-Holt,alpha,1.41,Beverton-Holt,5.6,1.74,9.72,1.003,297.16312056737587,1.41,0.9,-0.5,5.6,0.84,-0.32
66,Beverton-Holt,b_for,-0.5,Beverton-Holt,-0.32,-0.57,-0.06,1,-36,1.41,0.9,-0.5,5.6,0.84,-0.32
66,Beverton-Holt,sigma,0.9,Beverton-Holt,0.84,0.69,1.05,1.002,-6.666666666666672,1.41,0.9,-0.5,5.6,0.84,-0.32
68,Beverton-Holt,alpha,0.94,Ricker,0.73,0.48,0.97,1.001,-22.340425531914892,0.94,0.5,-0.4,0.73,0.44,-0.49
68,Beverton-Holt,b_for,-0.4,Ricker,-0.49,-0.66,-0.34,1,22.49999999999999,0.94,0.5,-0.4,0.73,0.44,-0.49
68,Beverton-Holt,sigma,0.5,Ricker,0.44,0.36,0.55,0.999,-12,0.94,0.5,-0.4,0.73,0.44,-0.49
68,Beverton-Holt,alpha,0.94,Beverton-Holt,1.48,0.85,4.03,1.002,57.4468085106383,0.94,0.5,-0.4,1.48,0.43,-0.42
68,Beverton-Holt,b_for,-0.4,Beverton-Holt,-0.42,-0.56,-0.29,1.001,4.99999999999999,0.94,0.5,-0.4,1.48,0.43,-0.42
68,Beverton-Holt,sigma,0.5,Beverton-Holt,0.43,0.35,0.55,1.001,-14.000000000000002,0.94,0.5,-0.4,1.48,0.43,-0.42
71,Beverton-Holt,alpha,3.28,Ricker,0.45,0.17,0.72,1.001,-86.28048780487804,3.28,0.6,-0.73,0.45,0.72,-0.65
71,Beverton-Holt,b_for,-0.73,Ricker,-0.65,-0.92,-0.38,1.001,-10.958904109589037,3.28,0.6,-0.73,0.45,0.72,-0.65
71,Beverton-Holt,sigma,0.6,Ricker,0.72,0.59,0.9,1,20,3.28,0.6,-0.73,0.45,0.72,-0.65
71,Beverton-Holt,alpha,3.28,Beverton-Holt,4.02,1.79,9.61,1.002,22.560975609756092,3.28,0.6,-0.73,4.02,0.5,-0.67
71,Beverton-Holt,b_for,-0.73,Beverton-Holt,-0.67,-0.82,-0.52,1.001,-8.219178082191775,3.28,0.6,-0.73,4.02,0.5,-0.67
71,Beverton-Holt,sigma,0.6,Beverton-Holt,0.5,0.41,0.63,1.001,-16.666666666666664,3.28,0.6,-0.73,4.02,0.5,-0.67
81,Beverton-Holt,alpha,3.45,Ricker,0.52,0.05,1.23,1,-84.92753623188405,3.45,1.6,0.58,0.52,2.23,0.1
81,Beverton-Holt,b_for,0.58,Ricker,0.1,-0.55,0.75,1,-82.75862068965517,3.45,1.6,0.58,0.52,2.23,0.1
81,Beverton-Holt,sigma,1.6,Ricker,2.23,1.83,2.83,1,39.374999999999986,3.45,1.6,0.58,0.52,2.23,0.1
81,Beverton-Holt,alpha,3.45,Beverton-Holt,6.1,2.57,9.82,1.001,76.81159420289853,3.45,1.6,0.58,6.1,1.7,0.5
81,Beverton-Holt,b_for,0.58,Beverton-Holt,0.5,-0.02,0.97,1,-13.793103448275858,3.45,1.6,0.58,6.1,1.7,0.5
81,Beverton-Holt,sigma,1.6,Beverton-Holt,1.7,1.39,2.13,1,6.249999999999991,3.45,1.6,0.58,6.1,1.7,0.5
83,Beverton-Holt,alpha,2.04,Ricker,0.97,0.69,1.27,1.003,-52.450980392156865,2.04,0.4,-0.29,0.97,0.35,-0.36
83,Beverton-Holt,b_for,-0.29,Ricker,-0.36,-0.48,-0.24,1.002,24.137931034482765,2.04,0.4,-0.29,0.97,0.35,-0.36
83,Beverton-Holt,sigma,0.4,Ricker,0.35,0.28,0.44,1,-12.50000000000001,2.04,0.4,-0.29,0.97,0.35,-0.36
83,Beverton-Holt,alpha,2.04,Beverton-Holt,2.43,1.33,8.93,1.003,19.117647058823536,2.04,0.4,-0.29,2.43,0.33,-0.29
83,Beverton-Holt,b_for,-0.29,Beverton-Holt,-0.29,-0.38,-0.19,1.001,-0,2.04,0.4,-0.29,2.43,0.33,-0.29
83,Beverton-Holt,sigma,0.4,Beverton-Holt,0.33,0.27,0.41,1.001,-17.5,2.04,0.4,-0.29,2.43,0.33,-0.29
84,Beverton-Holt,alpha,3.81,Ricker,0.65,0.33,0.97,1.009,-82.93963254593176,3.81,0.2,1.08,0.65,0.37,0.32
84,Beverton-Holt,b_for,1.08,Ricker,0.32,0.12,0.51,1.006,-70.37037037037037,3.81,0.2,1.08,0.65,0.37,0.32
84,Beverton-Holt,sigma,0.2,Ricker,0.37,0.3,0.48,1.003,85,3.81,0.2,1.08,0.65,0.37,0.32
84,Beverton-Holt,alpha,3.81,Beverton-Holt,4.75,3.48,9.43,1.002,24.671916010498688,3.81,0.2,1.08,4.75,0.2,1.11
84,Beverton-Holt,b_for,1.08,Beverton-Holt,1.11,1.01,1.2,1.001,2.77777777777778,3.81,0.2,1.08,4.75,0.2,1.11
84,Beverton-Holt,sigma,0.2,Beverton-Holt,0.2,0.16,0.24,1.002,0,3.81,0.2,1.08,4.75,0.2,1.11
86,Beverton-Holt,alpha,2.4,Ricker,0.9,0.53,1.26,1.003,-62.5,2.4,0.8,-0.14,0.9,0.79,-0.19
86,Beverton-Holt,b_for,-0.14,Ricker,-0.19,-0.43,0.04,1,35.7142857142857,2.4,0.8,-0.14,0.9,0.79,-0.19
86,Beverton-Holt,sigma,0.8,Ricker,0.79,0.64,0.99,1,-1.250000000000001,2.4,0.8,-0.14,0.9,0.79,-0.19
86,Beverton-Holt,alpha,2.4,Beverton-Holt,3.24,1.08,9.49,1.002,35.000000000000014,2.4,0.8,-0.14,3.24,0.79,-0.11
86,Beverton-Holt,b_for,-0.14,Beverton-Holt,-0.11,-0.35,0.12,1,-21.428571428571438,2.4,0.8,-0.14,3.24,0.79,-0.11
86,Beverton-Holt,sigma,0.8,Beverton-Holt,0.79,0.64,0.99,1.002,-1.250000000000001,2.4,0.8,-0.14,3.24,0.79,-0.11
87,Beverton-Holt,alpha,4.56,Ricker,0.56,0.08,1.23,1.001,-87.71929824561403,4.56,1.6,-1.85,0.56,2.22,-1.16
87,Beverton-Holt,b_for,-1.85,Ricker,-1.16,-1.93,-0.44,1,-37.297297297297305,4.56,1.6,-1.85,0.56,2.22,-1.16
87,Beverton-Holt,sigma,1.6,Ricker,2.22,1.81,2.81,1,38.75000000000001,4.56,1.6,-1.85,0.56,2.22,-1.16
87,Beverton-Holt,alpha,4.56,Beverton-Holt,3.91,1.71,9.59,1.002,-14.25438596491227,4.56,1.6,-1.85,3.91,1.52,-1.5
87,Beverton-Holt,b_for,-1.85,Beverton-Holt,-1.5,-1.96,-1.02,1,-18.918918918918923,4.56,1.6,-1.85,3.91,1.52,-1.5
87,Beverton-Holt,sigma,1.6,Beverton-Holt,1.52,1.25,1.94,1,-5.000000000000004,4.56,1.6,-1.85,3.91,1.52,-1.5
96,Beverton-Holt,alpha,3.32,Ricker,0.82,0.35,1.3,1.004,-75.30120481927712,3.32,0.9,0.24,0.82,1.23,-0.1
96,Beverton-Holt,b_for,0.24,Ricker,-0.1,-0.46,0.27,1.001,-141.66666666666669,3.32,0.9,0.24,0.82,1.23,-0.1
96,Beverton-Holt,sigma,0.9,Ricker,1.23,1.01,1.56,1,36.66666666666666,3.32,0.9,0.24,0.82,1.23,-0.1
96,Beverton-Holt,alpha,3.32,Beverton-Holt,5.96,1.99,9.78,1,79.51807228915663,3.32,0.9,0.24,5.96,1.04,0.05
96,Beverton-Holt,b_for,0.24,Beverton-Holt,0.05,-0.28,0.35,1,-79.16666666666667,3.32,0.9,0.24,5.96,1.04,0.05
96,Beverton-Holt,sigma,0.9,Beverton-Holt,1.04,0.85,1.32,1,15.555555555555557,3.32,0.9,0.24,5.96,1.04,0.05
97,Ricker,alpha,0.3,Ricker,0.24,0.03,0.54,1.001,-20,0.3,0.8,-0.24,0.24,0.88,-0.33
97,Ricker,b_for,-0.24,Ricker,-0.33,-0.62,-0.05,1,37.50000000000001,0.3,0.8,-0.24,0.24,0.88,-0.33
97,Ricker,sigma,0.8,Ricker,0.88,0.72,1.1,1,9.999999999999995,0.3,0.8,-0.24,0.24,0.88,-0.33
97,Ricker,alpha,0.3,Beverton-Holt,0.28,0.02,0.69,1.002,-6.6666666666666545,0.3,0.8,-0.24,0.28,0.91,-0.36
97,Ricker,b_for,-0.24,Beverton-Holt,-0.36,-0.66,-0.06,1.001,50,0.3,0.8,-0.24,0.28,0.91,-0.36
97,Ricker,sigma,0.8,Beverton-Holt,0.91,0.75,1.15,1,13.749999999999996,0.3,0.8,-0.24,0.28,0.91,-0.36
98,Beverton-Holt,alpha,1.89,Ricker,0.71,0.39,1.03,1.002,-62.43386243386244,1.89,0.6,-0.63,0.71,0.65,-0.6
98,Beverton-Holt,b_for,-0.63,Ricker,-0.6,-0.84,-0.35,1.001,-4.761904761904766,1.89,0.6,-0.63,0.71,0.65,-0.6
98,Beverton-Holt,sigma,0.6,Ricker,0.65,0.53,0.84,1.001,8.333333333333341,1.89,0.6,-0.63,0.71,0.65,-0.6
98,Beverton-Holt,alpha,1.89,Beverton-Holt,2.79,1.19,9.47,1.003,47.61904761904763,1.89,0.6,-0.63,2.79,0.57,-0.6
98,Beverton-Holt,b_for,-0.63,Beverton-Holt,-0.6,-0.77,-0.41,1.003,-4.761904761904766,1.89,0.6,-0.63,2.79,0.57,-0.6
98,Beverton-Holt,sigma,0.6,Beverton-Holt,0.57,0.47,0.73,1.001,-5.000000000000004,1.89,0.6,-0.63,2.79,0.57,-0.6
99,Beverton-Holt,alpha,2.76,Ricker,0.44,0.04,0.98,1.001,-84.05797101449275,2.76,1.7,-0.01,0.44,1.64,-0.16
99,Beverton-Holt,b_for,-0.01,Ricker,-0.16,-0.64,0.31,1.001,1500,2.76,1.7,-0.01,0.44,1.64,-0.16
99,Beverton-Holt,sigma,1.7,Ricker,1.64,1.34,2.07,1.001,-3.529411764705886,2.76,1.7,-0.01,0.44,1.64,-0.16
99,Beverton-Holt,alpha,2.76,Beverton-Holt,2.04,0.33,9.29,1.002,-26.086956521739122,2.76,1.7,-0.01,2.04,1.53,-0.25
99,Beverton-Holt,b_for,-0.01,Beverton-Holt,-0.25,-0.71,0.21,1,2400,2.76,1.7,-0.01,2.04,1.53,-0.25
99,Beverton-Holt,sigma,1.7,Beverton-Holt,1.53,1.25,1.93,1.002,-9.999999999999996,2.76,1.7,-0.01,2.04,1.53,-0.25
101,Ricker,alpha,1.46,Ricker,1.13,0.87,1.4,1.001,-22.6027397260274,1.46,0.7,0.4,1.13,0.63,0.38
101,Ricker,b_for,0.4,Ricker,0.38,0.18,0.59,1.001,-5.000000000000004,1.46,0.7,0.4,1.13,0.63,0.38
101,Ricker,sigma,0.7,Ricker,0.63,0.51,0.79,1.001,-9.999999999999993,1.46,0.7,0.4,1.13,0.63,0.38
101,Ricker,alpha,1.46,Beverton-Holt,2.26,0.89,9.27,1.002,54.7945205479452,1.46,0.7,0.4,2.26,0.91,0.44
101,Ricker,b_for,0.4,Beverton-Holt,0.44,0.09,0.78,1.001,9.999999999999995,1.46,0.7,0.4,2.26,0.91,0.44
101,Ricker,sigma,0.7,Beverton-Holt,0.91,0.75,1.16,1.002,30.00000000000001,1.46,0.7,0.4,2.26,0.91,0.44
103,Beverton-Holt,alpha,3.48,Ricker,0.44,0.04,0.95,1.001,-87.356321839080465,3.48,1.3,-1.76,0.44,1.61,-1.02
103,Beverton-Holt,b_for,-1.76,Ricker,-1.02,-1.58,-0.45,1.001,-42.04545454545455,3.48,1.3,-1.76,0.44,1.61,-1.02
103,Beverton-Holt,sigma,1.3,Ricker,1.61,1.31,2.04,1.001,23.84615384615385,3.48,1.3,-1.76,0.44,1.61,-1.02
103,Beverton-Holt,alpha,3.48,Beverton-Holt,1.8,0.8,3.37,1.003,-48.275862068965516,3.48,1.3,-1.76,1.8,1.25,-1.69
103,Beverton-Holt,b_for,-1.76,Beverton-Holt,-1.69,-2.17,-1.13,1.002,-3.9772727272727306,3.48,1.3,-1.76,1.8,1.25,-1.69
103,Beverton-Holt,sigma,1.3,Beverton-Holt,1.25,1.01,1.59,1.002,-3.8461538461538494,3.48,1.3,-1.76,1.8,1.25,-1.69
104,Beverton-Holt,alpha,5.31,Ricker,0.98,0.65,1.32,1.001,-81.54425612052731,5.31,0.4,-0.03,0.98,0.42,-0.03
104,Beverton-Holt,b_for,-0.03,Ricker,-0.03,-0.17,0.1,1.001,-0,5.31,0.4,-0.03,0.98,0.42,-0.03
104,Beverton-Holt,sigma,0.4,Ricker,0.42,0.35,0.53,1.001,4.99999999999999,5.31,0.4,-0.03,0.98,0.42,-0.03
104,Beverton-Holt,alpha,5.31,Beverton-Holt,5.49,2,9.72,1.003,3.389830508474588,5.31,0.4,-0.03,5.49,0.38,0.07
104,Beverton-Holt,b_for,-0.03,Beverton-Holt,0.07,-0.06,0.18,1.001,-333.33333333333337,5.31,0.4,-0.03,5.49,0.38,0.07
104,Beverton-Holt,sigma,0.4,Beverton-Holt,0.38,0.31,0.48,1.001,-5.000000000000004,5.31,0.4,-0.03,5.49,0.38,0.07
105,Beverton-Holt,alpha,7.39,Ricker,0.63,0.09,1.27,1.001,-91.47496617050068,7.39,1.5,1.38,0.63,1.89,0.28
105,Beverton-Holt,b_for,1.38,Ricker,0.28,-0.28,0.86,1.002,-79.71014492753623,7.39,1.5,1.38,0.63,1.89,0.28
105,Beverton-Holt,sigma,1.5,Ricker,1.89,1.54,2.39,1,25.999999999999996,7.39,1.5,1.38,0.63,1.89,0.28
105,Beverton-Holt,alpha,7.39,Beverton-Holt,6.27,2.27,9.77,1.003,-15.155615696887688,7.39,1.5,1.38,6.27,1.38,1.19
105,Beverton-Holt,b_for,1.38,Beverton-Holt,1.19,0.66,1.61,1.002,-13.768115942028981,7.39,1.5,1.38,6.27,1.38,1.19
105,Beverton-Holt,sigma,1.5,Beverton-Holt,1.38,1.13,1.72,1,-8.000000000000007,7.39,1.5,1.38,6.27,1.38,1.19
108,Beverton-Holt,alpha,5.29,Ricker,0.74,0.34,1.14,1,-86.01134215500944,5.29,0.7,0.92,0.74,0.97,0.25
108,Beverton-Holt,b_for,0.92,Ricker,0.25,-0.06,0.56,1,-72.82608695652173,5.29,0.7,0.92,0.74,0.97,0.25
108,Beverton-Holt,sigma,0.7,Ricker,0.97,0.8,1.23,1,38.57142857142858,5.29,0.7,0.92,0.74,0.97,0.25
108,Beverton-Holt,alpha,5.29,Beverton-Holt,6.27,2.53,9.83,1,18.525519848771257,5.29,0.7,0.92,6.27,0.76,0.71
108,Beverton-Holt,b_for,0.92,Beverton-Holt,0.71,0.47,0.94,1,-22.826086956521745,5.29,0.7,0.92,6.27,0.76,0.71
108,Beverton-Holt,sigma,0.7,Beverton-Holt,0.76,0.62,0.97,1.001,8.57142857142858,5.29,0.7,0.92,6.27,0.76,0.71
111,Beverton-Holt,alpha,2.49,Ricker,1.17,0.85,1.48,1.003,-53.01204819277109,2.49,0.3,0.05,1.17,0.24,-0.01
111,Beverton-Holt,b_for,0.05,Ricker,-0.01,-0.1,0.07,1.001,-120.00000000000001,2.49,0.3,0.05,1.17,0.24,-0.01
111,Beverton-Holt,sigma,0.3,Ricker,0.24,0.2,0.31,1,-20,2.49,0.3,0.05,1.17,0.24,-0.01
111,Beverton-Holt,alpha,2.49,Beverton-Holt,2.38,1.45,8.2,1.005,-4.417670682730936,2.49,0.3,0.05,2.38,0.24,0.03
111,Beverton-Holt,b_for,0.05,Beverton-Holt,0.03,-0.06,0.12,1.005,-40.00000000000001,2.49,0.3,0.05,2.38,0.24,0.03
111,Beverton-Holt,sigma,0.3,Beverton-Holt,0.24,0.19,0.3,1.002,-20,2.49,0.3,0.05,2.38,0.24,0.03
116,Beverton-Holt,alpha,2.44,Ricker,0.44,0.06,0.94,1.002,-81.9672131147541,2.44,1.3,-0.49,0.44,1.59,-0.14
116,Beverton-Holt,b_for,-0.49,Ricker,-0.14,-0.6,0.32,1,-71.42857142857143,2.44,1.3,-0.49,0.44,1.59,-0.14
