simulation,data_model,parameter,true_value,fitting_model,estimate_median,estimate_lower,estimate_upper,Rhat,error,alpha,sigma,b_for,alpha_estimate,sigma_estimate,b_for_estimate
116,Beverton-Holt,sigma,1.3,Ricker,1.59,1.3,2.02,1.001,22.30769230769231,2.44,1.3,-0.49,0.44,1.59,-0.14
116,Beverton-Holt,alpha,2.44,Beverton-Holt,3.43,1.01,9.63,1.003,40.573770491803295,2.44,1.3,-0.49,3.43,1.39,-0.2
116,Beverton-Holt,b_for,-0.49,Beverton-Holt,-0.2,-0.62,0.21,1.001,-59.18367346938775,2.44,1.3,-0.49,3.43,1.39,-0.2
116,Beverton-Holt,sigma,1.3,Beverton-Holt,1.39,1.14,1.75,1,6.923076923076912,2.44,1.3,-0.49,3.43,1.39,-0.2
117,Ricker,alpha,1.52,Ricker,1.57,1.34,1.81,1.001,3.289473684210529,1.52,0.6,0.7,1.57,0.56,0.75
117,Ricker,b_for,0.7,Ricker,0.75,0.56,0.93,1.001,7.1428571428571495,1.52,0.6,0.7,1.57,0.56,0.75
117,Ricker,sigma,0.6,Ricker,0.56,0.46,0.71,1.001,-6.6666666666666545,1.52,0.6,0.7,1.57,0.56,0.75
117,Ricker,alpha,1.52,Beverton-Holt,1.84,1.07,2.89,1.001,21.052631578947373,1.52,0.6,0.7,1.84,1.09,0.73
117,Ricker,b_for,0.7,Beverton-Holt,0.73,0.33,1.13,1,4.28571428571429,1.52,0.6,0.7,1.84,1.09,0.73
117,Ricker,sigma,0.6,Beverton-Holt,1.09,0.89,1.39,1,81.66666666666669,1.52,0.6,0.7,1.84,1.09,0.73
118,Beverton-Holt,alpha,1.82,Ricker,0.39,0.02,0.94,1.002,-78.57142857142858,1.82,1.7,-1.51,0.39,1.88,-0.9
118,Beverton-Holt,b_for,-1.51,Ricker,-0.9,-1.5,-0.29,1.001,-40.397350993377486,1.82,1.7,-1.51,0.39,1.88,-0.9
118,Beverton-Holt,sigma,1.7,Ricker,1.88,1.54,2.39,1,10.588235294117643,1.82,1.7,-1.51,0.39,1.88,-0.9
118,Beverton-Holt,alpha,1.82,Beverton-Holt,1.6,0.63,3.14,1.008,-12.087912087912086,1.82,1.7,-1.51,1.6,1.52,-1.23
118,Beverton-Holt,b_for,-1.51,Beverton-Holt,-1.23,-1.71,-0.71,1.001,-18.543046357615896,1.82,1.7,-1.51,1.6,1.52,-1.23
118,Beverton-Holt,sigma,1.7,Beverton-Holt,1.52,1.22,1.94,1.001,-10.588235294117643,1.82,1.7,-1.51,1.6,1.52,-1.23
120,Ricker,alpha,0.22,Ricker,0.36,0.07,0.64,1.002,63.636363636363626,0.22,0.7,-0.33,0.36,0.73,-0.44
120,Ricker,b_for,-0.33,Ricker,-0.44,-0.7,-0.2,1.001,33.33333333333333,0.22,0.7,-0.33,0.36,0.73,-0.44
120,Ricker,sigma,0.7,Ricker,0.73,0.6,0.92,1.002,4.28571428571429,0.22,0.7,-0.33,0.36,0.73,-0.44
120,Ricker,alpha,0.22,Beverton-Holt,0.66,0.19,1.34,1.003,200.00000000000003,0.22,0.7,-0.33,0.66,0.72,-0.52
120,Ricker,b_for,-0.33,Beverton-Holt,-0.52,-0.78,-0.25,1.001,57.57575757575757,0.22,0.7,-0.33,0.66,0.72,-0.52
120,Ricker,sigma,0.7,Beverton-Holt,0.72,0.59,0.9,1.001,2.85714285714286,0.22,0.7,-0.33,0.66,0.72,-0.52
121,Ricker,alpha,0.76,Ricker,0.55,0.27,0.83,1.003,-27.631578947368418,0.76,0.4,0.17,0.55,0.43,0.12
121,Ricker,b_for,0.17,Ricker,0.12,-0.05,0.27,1.002,-29.411764705882362,0.76,0.4,0.17,0.55,0.43,0.12
121,Ricker,sigma,0.4,Ricker,0.43,0.35,0.54,1.001,7.499999999999993,0.76,0.4,0.17,0.55,0.43,0.12
121,Ricker,alpha,0.76,Beverton-Holt,0.73,0.27,1.37,1.012,-3.947368421052635,0.76,0.4,0.17,0.73,0.44,0.16
121,Ricker,b_for,0.17,Beverton-Holt,0.16,-0.04,0.36,1.007,-5.8823529411764754,0.76,0.4,0.17,0.73,0.44,0.16
121,Ricker,sigma,0.4,Beverton-Holt,0.44,0.36,0.55,1.002,9.999999999999995,0.76,0.4,0.17,0.73,0.44,0.16
125,Beverton-Holt,alpha,2.54,Ricker,0.41,0.05,0.92,1,-83.85826771653544,2.54,1.3,-0.28,0.41,1.56,-0.19
125,Beverton-Holt,b_for,-0.28,Ricker,-0.19,-0.64,0.25,1.001,-32.142857142857146,2.54,1.3,-0.28,0.41,1.56,-0.19
125,Beverton-Holt,sigma,1.3,Ricker,1.56,1.28,1.96,1.001,20,2.54,1.3,-0.28,0.41,1.56,-0.19
125,Beverton-Holt,alpha,2.54,Beverton-Holt,5.34,1.5,9.74,1,110.23622047244095,2.54,1.3,-0.28,5.34,1.29,-0.11
125,Beverton-Holt,b_for,-0.28,Beverton-Holt,-0.11,-0.49,0.28,1,-60.71428571428572,2.54,1.3,-0.28,5.34,1.29,-0.11
125,Beverton-Holt,sigma,1.3,Beverton-Holt,1.29,1.05,1.63,1.001,-0.7692307692307699,2.54,1.3,-0.28,5.34,1.29,-0.11
127,Beverton-Holt,alpha,1.84,Ricker,0.58,0.14,1.07,1.002,-68.47826086956523,1.84,1.2,-0.64,0.58,1.41,-0.56
127,Beverton-Holt,b_for,-0.64,Ricker,-0.56,-1.01,-0.11,1.002,-12.499999999999995,1.84,1.2,-0.64,0.58,1.41,-0.56
127,Beverton-Holt,sigma,1.2,Ricker,1.41,1.16,1.78,1,17.499999999999996,1.84,1.2,-0.64,0.58,1.41,-0.56
127,Beverton-Holt,alpha,1.84,Beverton-Holt,4.22,1.35,9.59,1.002,129.3478260869565,1.84,1.2,-0.64,4.22,1.16,-0.69
127,Beverton-Holt,b_for,-0.64,Beverton-Holt,-0.69,-1.05,-0.32,1.001,7.8124999999999885,1.84,1.2,-0.64,4.22,1.16,-0.69
127,Beverton-Holt,sigma,1.2,Beverton-Holt,1.16,0.95,1.49,1,-3.3333333333333366,1.84,1.2,-0.64,4.22,1.16,-0.69
129,Ricker,alpha,1.62,Ricker,1.47,1.21,1.74,1,-9.259259259259267,1.62,0.2,0.05,1.47,0.19,0.07
129,Ricker,b_for,0.05,Ricker,0.07,-0.01,0.14,1.001,40.00000000000001,1.62,0.2,0.05,1.47,0.19,0.07
129,Ricker,sigma,0.2,Ricker,0.19,0.16,0.25,1.001,-5.000000000000004,1.62,0.2,0.05,1.47,0.19,0.07
129,Ricker,alpha,1.62,Beverton-Holt,1.83,1.3,2.51,1,12.96296296296296,1.62,0.2,0.05,1.83,0.23,0.05
129,Ricker,b_for,0.05,Beverton-Holt,0.05,-0.04,0.14,1,0,1.62,0.2,0.05,1.83,0.23,0.05
129,Ricker,sigma,0.2,Beverton-Holt,0.23,0.19,0.29,1.001,15,1.62,0.2,0.05,1.83,0.23,0.05
131,Beverton-Holt,alpha,1.46,Ricker,0.81,0.24,1.4,1.001,-44.52054794520547,1.46,1.6,0.08,0.81,1.73,-0.24
131,Beverton-Holt,b_for,0.08,Ricker,-0.24,-0.74,0.27,1,-400,1.46,1.6,0.08,0.81,1.73,-0.24
131,Beverton-Holt,sigma,1.6,Ricker,1.73,1.42,2.16,1.001,8.124999999999993,1.46,1.6,0.08,0.81,1.73,-0.24
131,Beverton-Holt,alpha,1.46,Beverton-Holt,5.57,1.92,9.76,1.002,281.50684931506856,1.46,1.6,0.08,5.57,1.41,-0.2
131,Beverton-Holt,b_for,0.08,Beverton-Holt,-0.2,-0.61,0.21,1.001,-350.00000000000006,1.46,1.6,0.08,5.57,1.41,-0.2
131,Beverton-Holt,sigma,1.6,Beverton-Holt,1.41,1.15,1.76,1.001,-11.87500000000001,1.46,1.6,0.08,5.57,1.41,-0.2
135,Beverton-Holt,alpha,5.31,Ricker,0.27,0.02,0.6,1.001,-94.91525423728812,5.31,0.4,-1.87,0.27,1.13,-0.92
135,Beverton-Holt,b_for,-1.87,Ricker,-0.92,-1.36,-0.48,1.001,-50.80213903743315,5.31,0.4,-1.87,0.27,1.13,-0.92
135,Beverton-Holt,sigma,0.4,Ricker,1.13,0.91,1.44,1,182.49999999999994,5.31,0.4,-1.87,0.27,1.13,-0.92
135,Beverton-Holt,alpha,5.31,Beverton-Holt,6.83,3.52,9.82,1.003,28.625235404896436,5.31,0.4,-1.87,6.83,0.31,-1.96
135,Beverton-Holt,b_for,-1.87,Beverton-Holt,-1.96,-2.05,-1.86,1,4.812834224598922,5.31,0.4,-1.87,6.83,0.31,-1.96
135,Beverton-Holt,sigma,0.4,Beverton-Holt,0.31,0.25,0.39,1.002,-22.500000000000004,5.31,0.4,-1.87,6.83,0.31,-1.96
138,Beverton-Holt,alpha,1.65,Ricker,0.68,0.2,1.17,1.004,-58.78787878787878,1.65,1.3,0.91,0.68,1.29,0.34
138,Beverton-Holt,b_for,0.91,Ricker,0.34,-0.07,0.76,1.001,-62.63736263736264,1.65,1.3,0.91,0.68,1.29,0.34
138,Beverton-Holt,sigma,1.3,Ricker,1.29,1.05,1.63,1.001,-0.7692307692307699,1.65,1.3,0.91,0.68,1.29,0.34
138,Beverton-Holt,alpha,1.65,Beverton-Holt,6.67,2.56,9.85,1.001,304.24242424242425,1.65,1.3,0.91,6.67,1.01,1.3
138,Beverton-Holt,b_for,0.91,Beverton-Holt,1.3,0.83,1.62,1.002,42.857142857142854,1.65,1.3,0.91,6.67,1.01,1.3
138,Beverton-Holt,sigma,1.3,Beverton-Holt,1.01,0.82,1.29,1.001,-22.30769230769231,1.65,1.3,0.91,6.67,1.01,1.3
140,Beverton-Holt,alpha,1.7,Ricker,0.78,0.25,1.37,1,-54.11764705882353,1.7,1.7,-0.53,0.78,1.63,-0.55
140,Beverton-Holt,b_for,-0.53,Ricker,-0.55,-1.04,-0.05,1.001,3.7735849056603805,1.7,1.7,-0.53,0.78,1.63,-0.55
140,Beverton-Holt,sigma,1.7,Ricker,1.63,1.32,2.06,1.001,-4.117647058823533,1.7,1.7,-0.53,0.78,1.63,-0.55
140,Beverton-Holt,alpha,1.7,Beverton-Holt,5.86,1.83,9.76,1,244.7058823529412,1.7,1.7,-0.53,5.86,1.44,-0.45
140,Beverton-Holt,b_for,-0.53,Beverton-Holt,-0.45,-0.86,-0.01,1,-15.094339622641511,1.7,1.7,-0.53,5.86,1.44,-0.45
140,Beverton-Holt,sigma,1.7,Beverton-Holt,1.44,1.17,1.81,1,-15.294117647058824,1.7,1.7,-0.53,5.86,1.44,-0.45
143,Beverton-Holt,alpha,2.76,Ricker,0.37,0.16,0.55,1.002,-86.59420289855072,2.76,0,-1.05,0.37,0.54,-0.79
143,Beverton-Holt,b_for,-1.05,Ricker,-0.79,-1,-0.56,1.001,-24.76190476190476,2.76,0,-1.05,0.37,0.54,-0.79
143,Beverton-Holt,sigma,0,Ricker,0.54,0.44,0.68,0.999,Inf,2.76,0,-1.05,0.37,0.54,-0.79
143,Beverton-Holt,alpha,2.76,Beverton-Holt,2.7,2.61,2.79,1.001,-2.173913043478247,2.76,0,-1.05,2.7,0.02,-1.05
143,Beverton-Holt,b_for,-1.05,Beverton-Holt,-1.05,-1.06,-1.04,1,-0,2.76,0,-1.05,2.7,0.02,-1.05
143,Beverton-Holt,sigma,0,Beverton-Holt,0.02,0.02,0.03,1,Inf,2.76,0,-1.05,2.7,0.02,-1.05
145,Ricker,alpha,0.66,Ricker,0.72,0.4,1.03,1.002,9.090909090909083,0.66,0.7,0.34,0.72,0.67,0.4
145,Ricker,b_for,0.34,Ricker,0.4,0.17,0.63,1.001,17.64705882352941,0.66,0.7,0.34,0.72,0.67,0.4
145,Ricker,sigma,0.7,Ricker,0.67,0.55,0.85,1.001,-4.285714285714274,0.66,0.7,0.34,0.72,0.67,0.4
145,Ricker,alpha,0.66,Beverton-Holt,0.83,0.35,1.39,1.002,25.757575757575747,0.66,0.7,0.34,0.83,0.72,0.42
145,Ricker,b_for,0.34,Beverton-Holt,0.42,0.13,0.72,1.002,23.52941176470587,0.66,0.7,0.34,0.83,0.72,0.42
145,Ricker,sigma,0.7,Beverton-Holt,0.72,0.59,0.91,1.002,2.85714285714286,0.66,0.7,0.34,0.83,0.72,0.42
146,Beverton-Holt,alpha,2.34,Ricker,0.51,0.05,1.22,1.001,-78.2051282051282,2.34,1.7,-0.67,0.51,2.28,-0.6
146,Beverton-Holt,b_for,-0.67,Ricker,-0.6,-1.26,0.07,1,-10.447761194029859,2.34,1.7,-0.67,0.51,2.28,-0.6
146,Beverton-Holt,sigma,1.7,Ricker,2.28,1.87,2.9,1.001,34.11764705882352,2.34,1.7,-0.67,0.51,2.28,-0.6
146,Beverton-Holt,alpha,2.34,Beverton-Holt,6.39,2.49,9.78,1,173.0769230769231,2.34,1.7,-0.67,6.39,1.62,-0.73
146,Beverton-Holt,b_for,-0.67,Beverton-Holt,-0.73,-1.2,-0.27,1,8.955223880597007,2.34,1.7,-0.67,6.39,1.62,-0.73
146,Beverton-Holt,sigma,1.7,Beverton-Holt,1.62,1.33,2.05,1,-4.705882352941168,2.34,1.7,-0.67,6.39,1.62,-0.73
148,Ricker,alpha,1.82,Ricker,2.1,1.79,2.42,1.001,15.384615384615387,1.82,0.8,-0.15,2.1,0.82,-0.13
148,Ricker,b_for,-0.15,Ricker,-0.13,-0.38,0.11,0.999,-13.333333333333329,1.82,0.8,-0.15,2.1,0.82,-0.13
148,Ricker,sigma,0.8,Ricker,0.82,0.67,1.04,1,2.499999999999988,1.82,0.8,-0.15,2.1,0.82,-0.13
148,Ricker,alpha,1.82,Beverton-Holt,2.8,1.43,7.81,1.002,53.846153846153825,1.82,0.8,-0.15,2.8,1.86,-0.32
148,Ricker,b_for,-0.15,Beverton-Holt,-0.32,-0.87,0.22,1.001,113.33333333333334,1.82,0.8,-0.15,2.8,1.86,-0.32
148,Ricker,sigma,0.8,Beverton-Holt,1.86,1.51,2.33,1,132.5,1.82,0.8,-0.15,2.8,1.86,-0.32
152,Beverton-Holt,alpha,3.4,Ricker,0.8,0.47,1.13,1.002,-76.4705882352941,3.4,0.6,-0.38,0.8,0.62,-0.29
152,Beverton-Holt,b_for,-0.38,Ricker,-0.29,-0.48,-0.09,1.001,-23.684210526315795,3.4,0.6,-0.38,0.8,0.62,-0.29
152,Beverton-Holt,sigma,0.6,Ricker,0.62,0.5,0.79,1,3.3333333333333366,3.4,0.6,-0.38,0.8,0.62,-0.29
152,Beverton-Holt,alpha,3.4,Beverton-Holt,2.24,1.07,9.18,1.006,-34.11764705882352,3.4,0.6,-0.38,2.24,0.59,-0.26
152,Beverton-Holt,b_for,-0.38,Beverton-Holt,-0.26,-0.44,-0.09,1,-31.57894736842105,3.4,0.6,-0.38,2.24,0.59,-0.26
152,Beverton-Holt,sigma,0.6,Beverton-Holt,0.59,0.47,0.74,1,-1.6666666666666683,3.4,0.6,-0.38,2.24,0.59,-0.26
155,Beverton-Holt,alpha,5.34,Ricker,0.59,0.12,1.1,1.002,-88.95131086142322,5.34,1.3,-0.77,0.59,1.43,-0.78
155,Beverton-Holt,b_for,-0.77,Ricker,-0.78,-1.28,-0.29,1.001,1.2987012987012998,5.34,1.3,-0.77,0.59,1.43,-0.78
155,Beverton-Holt,sigma,1.3,Ricker,1.43,1.18,1.82,1.002,9.999999999999991,5.34,1.3,-0.77,0.59,1.43,-0.78
155,Beverton-Holt,alpha,5.34,Beverton-Holt,4.61,1.54,9.67,1.001,-13.670411985018719,5.34,1.3,-0.77,4.61,1.16,-0.85
155,Beverton-Holt,b_for,-0.77,Beverton-Holt,-0.85,-1.18,-0.5,1,10.389610389610384,5.34,1.3,-0.77,4.61,1.16,-0.85
155,Beverton-Holt,sigma,1.3,Beverton-Holt,1.16,0.95,1.46,1,-10.769230769230779,5.34,1.3,-0.77,4.61,1.16,-0.85
158,Beverton-Holt,alpha,2.66,Ricker,0.34,0.1,0.59,1.002,-87.21804511278197,2.66,0.3,-0.87,0.34,0.67,-0.65
158,Beverton-Holt,b_for,-0.87,Ricker,-0.65,-0.91,-0.37,1.003,-25.287356321839077,2.66,0.3,-0.87,0.34,0.67,-0.65
158,Beverton-Holt,sigma,0.3,Ricker,0.67,0.55,0.84,1.001,123.33333333333336,2.66,0.3,-0.87,0.34,0.67,-0.65
158,Beverton-Holt,alpha,2.66,Beverton-Holt,5.22,2.21,9.76,1.001,96.24060150375938,2.66,0.3,-0.87,5.22,0.36,-0.87
158,Beverton-Holt,b_for,-0.87,Beverton-Holt,-0.87,-0.98,-0.76,1.001,-0,2.66,0.3,-0.87,5.22,0.36,-0.87
158,Beverton-Holt,sigma,0.3,Beverton-Holt,0.36,0.3,0.45,1.001,20,2.66,0.3,-0.87,5.22,0.36,-0.87
164,Beverton-Holt,alpha,4.98,Ricker,1.24,0.84,1.67,1,-75.10040160642569,4.98,0.7,0.09,1.24,0.71,0.03
164,Beverton-Holt,b_for,0.09,Ricker,0.03,-0.19,0.25,1,-66.66666666666667,4.98,0.7,0.09,1.24,0.71,0.03
164,Beverton-Holt,sigma,0.7,Ricker,0.71,0.58,0.91,1.001,1.42857142857143,4.98,0.7,0.09,1.24,0.71,0.03
164,Beverton-Holt,alpha,4.98,Beverton-Holt,6.67,2.78,9.84,1.002,33.935742971887535,4.98,0.7,0.09,6.67,0.64,0.07
164,Beverton-Holt,b_for,0.09,Beverton-Holt,0.07,-0.12,0.27,1.001,-22.222222222222214,4.98,0.7,0.09,6.67,0.64,0.07
164,Beverton-Holt,sigma,0.7,Beverton-Holt,0.64,0.52,0.8,1.002,-8.571428571428564,4.98,0.7,0.09,6.67,0.64,0.07
165,Beverton-Holt,alpha,2.59,Ricker,0.45,0.08,0.86,1.001,-82.62548262548262,2.59,0.8,0.93,0.45,1.13,0.22
165,Beverton-Holt,b_for,0.93,Ricker,0.22,-0.15,0.59,1,-76.34408602150539,2.59,0.8,0.93,0.45,1.13,0.22
165,Beverton-Holt,sigma,0.8,Ricker,1.13,0.93,1.42,1.001,41.24999999999998,2.59,0.8,0.93,0.45,1.13,0.22
165,Beverton-Holt,alpha,2.59,Beverton-Holt,6.04,2.5,9.79,1.003,133.2046332046332,2.59,0.8,0.93,6.04,0.86,1.05
165,Beverton-Holt,b_for,0.93,Beverton-Holt,1.05,0.69,1.33,1.004,12.903225806451612,2.59,0.8,0.93,6.04,0.86,1.05
165,Beverton-Holt,sigma,0.8,Beverton-Holt,0.86,0.7,1.07,1.001,7.499999999999993,2.59,0.8,0.93,6.04,0.86,1.05
166,Beverton-Holt,alpha,2.46,Ricker,1.07,0.69,1.44,1.002,-56.50406504065041,2.46,0.5,0.01,1.07,0.51,-0.02
166,Beverton-Holt,b_for,0.01,Ricker,-0.02,-0.18,0.14,1.002,-300,2.46,0.5,0.01,1.07,0.51,-0.02
166,Beverton-Holt,sigma,0.5,Ricker,0.51,0.42,0.65,1.003,2.0000000000000018,2.46,0.5,0.01,1.07,0.51,-0.02
166,Beverton-Holt,alpha,2.46,Beverton-Holt,3.14,1.19,9.47,1.005,27.642276422764233,2.46,0.5,0.01,3.14,0.51,0.05
166,Beverton-Holt,b_for,0.01,Beverton-Holt,0.05,-0.12,0.22,1.002,400,2.46,0.5,0.01,3.14,0.51,0.05
166,Beverton-Holt,sigma,0.5,Beverton-Holt,0.51,0.41,0.65,1,2.0000000000000018,2.46,0.5,0.01,3.14,0.51,0.05
168,Beverton-Holt,alpha,5.57,Ricker,0.6,0.24,0.98,1.002,-89.22800718132855,5.57,0.9,-1.03,0.6,1.04,-1.13
168,Beverton-Holt,b_for,-1.03,Ricker,-1.13,-1.55,-0.7,1.001,9.708737864077657,5.57,0.9,-1.03,0.6,1.04,-1.13
168,Beverton-Holt,sigma,0.9,Ricker,1.04,0.85,1.3,1.002,15.555555555555557,5.57,0.9,-1.03,0.6,1.04,-1.13
168,Beverton-Holt,alpha,5.57,Beverton-Holt,6.24,2.63,9.76,1.001,12.028725314183124,5.57,0.9,-1.03,6.24,0.68,-1.08
168,Beverton-Holt,b_for,-1.03,Beverton-Holt,-1.08,-1.28,-0.87,1,4.854368932038839,5.57,0.9,-1.03,6.24,0.68,-1.08
168,Beverton-Holt,sigma,0.9,Beverton-Holt,0.68,0.55,0.87,1.001,-24.44444444444444,5.57,0.9,-1.03,6.24,0.68,-1.08
171,Ricker,alpha,2.22,Ricker,2.12,1.82,2.41,1.001,-4.504504504504508,2.22,0.7,-0.9,2.12,0.7,-0.87
171,Ricker,b_for,-0.9,Ricker,-0.87,-1.09,-0.65,1.001,-3.333333333333336,2.22,0.7,-0.9,2.12,0.7,-0.87
171,Ricker,sigma,0.7,Ricker,0.7,0.57,0.89,1.002,0,2.22,0.7,-0.9,2.12,0.7,-0.87
171,Ricker,alpha,2.22,Beverton-Holt,7.03,3.44,9.85,1.001,216.66666666666669,2.22,0.7,-0.9,7.03,1.22,-0.15
171,Ricker,b_for,-0.9,Beverton-Holt,-0.15,-0.53,0.22,1.001,-83.33333333333333,2.22,0.7,-0.9,7.03,1.22,-0.15
171,Ricker,sigma,0.7,Beverton-Holt,1.22,0.99,1.54,1,74.28571428571429,2.22,0.7,-0.9,7.03,1.22,-0.15
172,Beverton-Holt,alpha,3.4,Ricker,0.41,0.03,1.03,1.001,-87.94117647058823,3.4,1.6,-1.58,0.41,1.99,-0.79
172,Beverton-Holt,b_for,-1.58,Ricker,-0.79,-1.42,-0.14,1.004,-50,3.4,1.6,-1.58,0.41,1.99,-0.79
172,Beverton-Holt,sigma,1.6,Ricker,1.99,1.62,2.51,1.001,24.374999999999993,3.4,1.6,-1.58,0.41,1.99,-0.79
172,Beverton-Holt,alpha,3.4,Beverton-Holt,3.67,1.44,9.54,1.001,7.9411764705882355,3.4,1.6,-1.58,3.67,1.52,-1.41
172,Beverton-Holt,b_for,-1.58,Beverton-Holt,-1.41,-1.88,-0.9,1.002,-10.759493670886085,3.4,1.6,-1.58,3.67,1.52,-1.41
172,Beverton-Holt,sigma,1.6,Beverton-Holt,1.52,1.24,1.92,1.002,-5.000000000000004,3.4,1.6,-1.58,3.67,1.52,-1.41
175,Ricker,alpha,2.3,Ricker,2.31,2.16,2.46,1,0.43478260869566226,2.3,0.2,-0.4,2.31,0.22,-0.46
175,Ricker,b_for,-0.4,Ricker,-0.46,-0.52,-0.39,1.001,15,2.3,0.2,-0.4,2.31,0.22,-0.46
175,Ricker,sigma,0.2,Ricker,0.22,0.18,0.28,1,9.999999999999995,2.3,0.2,-0.4,2.31,0.22,-0.46
175,Ricker,alpha,2.3,Beverton-Holt,7.18,3.77,9.87,0.999,212.17391304347828,2.3,0.2,-0.4,7.18,0.56,-0.13
175,Ricker,b_for,-0.4,Beverton-Holt,-0.13,-0.29,0.04,1,-67.5,2.3,0.2,-0.4,7.18,0.56,-0.13
175,Ricker,sigma,0.2,Beverton-Holt,0.56,0.46,0.71,1.001,180.00000000000003,2.3,0.2,-0.4,7.18,0.56,-0.13
176,Beverton-Holt,alpha,4.97,Ricker,0.95,0.21,1.78,1.003,-80.88531187122736,4.97,1.8,0.63,0.95,2.19,0.25
176,Beverton-Holt,b_for,0.63,Ricker,0.25,-0.38,0.92,1,-60.317460317460316,4.97,1.8,0.63,0.95,2.19,0.25
176,Beverton-Holt,sigma,1.8,Ricker,2.19,1.78,2.76,1,21.66666666666666,4.97,1.8,0.63,0.95,2.19,0.25
176,Beverton-Holt,alpha,4.97,Beverton-Holt,6.52,2.65,9.83,1.001,31.187122736418505,4.97,1.8,0.63,6.52,1.75,0.81
176,Beverton-Holt,b_for,0.63,Beverton-Holt,0.81,0.24,1.31,1,28.571428571428577,4.97,1.8,0.63,6.52,1.75,0.81
176,Beverton-Holt,sigma,1.8,Beverton-Holt,1.75,1.43,2.2,1.001,-2.7777777777777803,4.97,1.8,0.63,6.52,1.75,0.81
179,Ricker,alpha,0.4,Ricker,0.56,0.09,1.09,1,40.00000000000001,0.4,1.5,0.15,0.56,1.69,0.19
179,Ricker,b_for,0.15,Ricker,0.19,-0.3,0.69,1,26.666666666666675,0.4,1.5,0.15,0.56,1.69,0.19
179,Ricker,sigma,1.5,Ricker,1.69,1.38,2.12,1.002,12.666666666666663,0.4,1.5,0.15,0.56,1.69,0.19
179,Ricker,alpha,0.4,Beverton-Holt,0.94,0.17,2.25,1.004,134.99999999999997,0.4,1.5,0.15,0.94,1.91,0.1
179,Ricker,b_for,0.15,Beverton-Holt,0.1,-0.46,0.66,1.003,-33.33333333333333,0.4,1.5,0.15,0.94,1.91,0.1
179,Ricker,sigma,1.5,Beverton-Holt,1.91,1.55,2.46,1.001,27.33333333333333,0.4,1.5,0.15,0.94,1.91,0.1
180,Beverton-Holt,alpha,2.74,Ricker,0.5,0.05,1.19,1.001,-81.75182481751825,2.74,1.7,-0.68,0.5,2.16,-0.63
180,Beverton-Holt,b_for,-0.68,Ricker,-0.63,-1.27,0.05,1,-7.352941176470594,2.74,1.7,-0.68,0.5,2.16,-0.63
180,Beverton-Holt,sigma,1.7,Ricker,2.16,1.76,2.74,1.002,27.05882352941178,2.74,1.7,-0.68,0.5,2.16,-0.63
180,Beverton-Holt,alpha,2.74,Beverton-Holt,2.67,0.93,9.19,1.001,-2.5547445255474552,2.74,1.7,-0.68,2.67,1.84,-0.62
180,Beverton-Holt,b_for,-0.68,Beverton-Holt,-0.62,-1.17,-0.07,1.001,-8.823529411764714,2.74,1.7,-0.68,2.67,1.84,-0.62
180,Beverton-Holt,sigma,1.7,Beverton-Holt,1.84,1.49,2.31,1.001,8.235294117647067,2.74,1.7,-0.68,2.67,1.84,-0.62
181,Beverton-Holt,alpha,4.18,Ricker,0.8,0.51,1.06,1,-80.86124401913877,4.18,0.4,0.48,0.8,0.46,0.16
181,Beverton-Holt,b_for,0.48,Ricker,0.16,-0,0.32,1.002,-66.66666666666666,4.18,0.4,0.48,0.8,0.46,0.16
181,Beverton-Holt,sigma,0.4,Ricker,0.46,0.37,0.58,1,15,4.18,0.4,0.48,0.8,0.46,0.16
181,Beverton-Holt,alpha,4.18,Beverton-Holt,4.74,1.42,9.65,1.013,13.397129186602884,4.18,0.4,0.48,4.74,0.44,0.43
181,Beverton-Holt,b_for,0.48,Beverton-Holt,0.43,0.21,0.58,1.031,-10.416666666666666,4.18,0.4,0.48,4.74,0.44,0.43
181,Beverton-Holt,sigma,0.4,Beverton-Holt,0.44,0.36,0.55,1.003,9.999999999999995,4.18,0.4,0.48,4.74,0.44,0.43
183,Ricker,alpha,1.42,Ricker,1.5,1.26,1.74,1.001,5.633802816901413,1.42,0.6,0.56,1.5,0.57,0.5
183,Ricker,b_for,0.56,Ricker,0.5,0.32,0.69,1.002,-10.714285714285722,1.42,0.6,0.56,1.5,0.57,0.5
183,Ricker,sigma,0.6,Ricker,0.57,0.46,0.72,1.001,-5.000000000000004,1.42,0.6,0.56,1.5,0.57,0.5
183,Ricker,alpha,1.42,Beverton-Holt,1.99,1.05,7.82,1.012,40.14084507042254,1.42,0.6,0.56,1.99,1.09,0.45
183,Ricker,b_for,0.56,Beverton-Holt,0.45,0.07,0.84,1.003,-19.642857142857146,1.42,0.6,0.56,1.99,1.09,0.45
183,Ricker,sigma,0.6,Beverton-Holt,1.09,0.88,1.39,1.003,81.66666666666669,1.42,0.6,0.56,1.99,1.09,0.45
185,Beverton-Holt,alpha,1.98,Ricker,0.54,0.16,0.93,1.001,-72.72727272727273,1.98,0.8,-0.61,0.54,1.07,-0.7
185,Beverton-Holt,b_for,-0.61,Ricker,-0.7,-1.05,-0.34,1.001,14.754098360655732,1.98,0.8,-0.61,0.54,1.07,-0.7
185,Beverton-Holt,sigma,0.8,Ricker,1.07,0.88,1.36,1.001,33.75,1.98,0.8,-0.61,0.54,1.07,-0.7
